S.NO,PROP_ID,SIZE_OF_PROPERTY,NO_OF_BEDROOMS,LOCALITY,PROPERTY_TYPE,TOTAL_FLOOR,AGE_OF_BUILDING,PRICE_IN_LAKHS,CONSTRUCTION_STATUS,LATITUDE,LOGITUDE
726,H69959094,300,2,Reputed Builder Wild Wood Park 2,Residential Apartment,5,9,22.5,Under Construction,19.2209867,72.8574202
727,V70100556,300,2,Reputed Builder Wild Wood Park 2,Residential Apartment,9,44,27,Under Construction,25.6030053,85.1623397
728,F65758362,1200,3,Reputed Builder Wild Wood Park 2,Residential Apartment,12,20,220,Under Construction,19.2169792,72.8668905
729,W50444344,575,2,Reputed Builder Wild Wood Park 2,Residential Apartment,6,33,170,Under Construction,19.2169792,72.8668905
730,C68154046,750,3,Indiabulls Sky,Residential Apartment,9,6,435,Under Construction,25.6030053,85.1623397
731,O68170466,925,2,Reputed Builder Wild Wood Park 2,Residential Apartment,22,31,47.6,Under Construction,19.2169792,72.8668905
732,G68170464,608,3,Gami Amar Harmony,Residential Apartment,22,49,181,Under Construction,19.2169792,72.8668905
733,H67250640,1680,2,Reputed Builder Wild Wood Park 2,Residential Apartment,22,14,238,Under Construction,19.2169792,72.8668905
734,U71011496,380,3,Reputed Builder Wild Wood Park 2,Residential Apartment,20,28,212,Under Construction,19.2169792,72.8668905
735,T65736784,650,3,Jyoti Developers Meadow,Residential Apartment,42,4,86,Under Construction,25.6030053,85.1623397
736,U65736782,308,3,Jyoti Developers Meadow,Residential Apartment,42,43,365,Under Construction,19.2169792,72.8668905
737,H64576432,630,3,Jyoti Developers Meadow,Residential Apartment,21,27,237,Under Construction,19.2169792,72.8668905
738,U64576430,408,4,Jyoti Developers Meadow,Residential Apartment,21,11,214,Under Construction,19.2103809,72.8640837
739,T69019936,790,2,Jyoti Developers Meadow,Residential Apartment,22,36,125,Under Construction,19.2389025,72.9932692
740,V70010424,120,4,Jyoti Developers Meadow,Residential Apartment,8,19,180,Under Construction,19.22734225,72.9718477
741,W66432744,624,2,Reputed Builder Wild Wood Park 2,Residential Apartment,41,42,132,Under Construction,19.22734225,72.9718477
742,G66432742,417,3,Reputed Builder Wild Wood Park 2,Residential Apartment,41,1,353,Under Construction,25.89592445,82.43771623
743,Z67864758,2528,2,Evershine Classique,Residential Apartment,68,23,153,Under Construction,-2.409288,120.6657125
744,V67864756,1580,2,Reputed Builder Vijay Apartment,Residential Apartment,68,13,250,Under Construction,19.2389025,72.9932692
745,D67864754,1338,2,Reputed Builder Dhiraj Apartment,Residential Apartment,68,40,138.99999,Under Construction,19.1943294,72.9701779
746,G69290352,230,2,Reputed Builder Shiv Jyoti,Residential Apartment,10,25,335,Under Construction,19.0525298,73.0735111
747,E40933601,180,4,Reputed Builder Wild Wood Park 2,Residential Apartment,15,8,145,Under Construction,19.1943294,72.9701779
748,T67730362,535,3,Reputed Builder Hari Om Valley,Serviced Apartments,1,47,90,Under Construction,19.1840129,72.8412155
749,O67730912,535,3,Reputed Builder Wild Wood Park 2,Serviced Apartments,1,30,135,Under Construction,-28.8166236,24.991639
750,Y67730894,535,3,Raj Nirvana,Serviced Apartments,6,24,90,Under Construction,-28.8166236,24.991639
751,Z67730862,535,2,Raj Nirvana,Serviced Apartments,1,3,216,Under Construction,19.074534,73.09063078
752,V67730836,535,4,Crescent Landmark,Serviced Apartments,4,34,137,Under Construction,19.074534,73.09063078
753,Z67730820,535,5,Reputed Builder Wild Wood Park 2,Serviced Apartments,2,15,277.99999,Under Construction,38.6948561,23.79767474
754,H67730808,535,5,Reputed Builder Wild Wood Park 2,Serviced Apartments,3,22,279,Under Construction,19.2389025,72.9932692
755,W67731240,535,5,Reputed Builder Wild Wood Park 2,Serviced Apartments,1,48,816,Under Construction,19.2389025,72.9932692
756,M67731232,535,4,Reputed Builder Wild Wood Park 2,Serviced Apartments,1,7,386,Under Construction,19.2267228,72.8619328
757,I67731130,535,4,Reputed Builder Wild Wood Park 2,Serviced Apartments,1,37,170,Under Construction,19.2267228,72.8619328
758,F67731230,535,4,Reputed Builder Wild Wood Park 2,Serviced Apartments,1,16,601,Under Construction,19.0164338,73.0806552
759,Y67731226,535,4,Dosti Dosti P180,Serviced Apartments,1,41,279,Ready to move,19.0257731,73.05918478
760,N67731224,535,4,Reputed Builder Wild Wood Park 2,Serviced Apartments,1,9,315,Ready to move,19.1462636,72.9339461
761,F67731222,535,4,Reputed Builder Wild Wood Park 2,Serviced Apartments,1,39,375,Ready to move,19.0269192,72.8759337
762,Q67731110,535,4,Reputed Builder Wild Wood Park 2,Serviced Apartments,2,14,310,Ready to move,19.0269192,72.8759337
763,R67731108,535,4,Reputed Builder Wild Wood Park 2,Serviced Apartments,4,29,211,Ready to move,19.0834898,72.9120255
764,J67731206,535,3,Reputed Builder Wild Wood Park 2,Serviced Apartments,3,5,165,Ready to move,19.1840129,72.8412155
765,U67731204,535,5,Reputed Builder Wild Wood Park 2,Serviced Apartments,1,35,160,Ready to move,19.2677582,73.0809815
766,L67731188,535,3,Reputed Builder Wild Wood Park 2,Serviced Apartments,1,18,260,Ready to move,19.2494501,72.8596206
767,O67731182,300,5,Reputed Builder Wild Wood Park 2,Serviced Apartments,1,43,152,Ready to move,19.1840129,72.8412155
768,S67731140,535,5,Reputed Builder Wild Wood Park 2,Serviced Apartments,1,26,23,Ready to move,19.2224897,72.9663424
769,K67731018,535,4,Reputed Builder Wild Wood Park 2,Serviced Apartments,1,10,330,Ready to move,19.1943294,72.9701779
770,L67730990,535,3,Reputed Builder Wild Wood Park 2,Serviced Apartments,2,45,290,Ready to move,19.2716301,73.23586553
771,M67730974,535,3,Aditya Adarsh Avenue,Serviced Apartments,1,21,112,Under Construction,19.6993333,72.7127647
772,E70802998,1000,3,Reputed Builder Wild Wood Park 2,Residential Apartment,12,6,90,Under Construction,19.2103809,72.8640837
773,N70802916,1000,3,Asaya Nivasti Aurous,Residential Apartment,15,31,85,Under Construction,19.2209998,72.96302048
774,L70802642,1000,3,Asaya Nivasti Aurous,Residential Apartment,7,49,90,Under Construction,19.0257731,73.05918478
775,G70802598,1000,2,Asaya Nivasti Aurous,Residential Apartment,7,17,115,Under Construction,19.4553059,72.811816
776,T70575532,650,3,Reputed Builder Wild Wood Park 2,Residential Apartment,17,38,121,Under Construction,19.2816975,72.8560676
777,V70575450,1220,3,Reputed Builder Wild Wood Park 2,Residential Apartment,16,12,110,Under Construction,19.2816975,72.8560676
778,R69346370,1100,2,Mantri Serene,Residential Apartment,22,33,270,Under Construction,19.2816975,72.8560676
779,J67724860,1000,3,Reputed Builder Wild Wood Park 2,Residential Apartment,16,20,216,Ready to move,19.0525298,73.0735111
780,F51563230,611,3,Reputed Builder Wild Wood Park 2,Serviced Apartments,12,4,302,Ready to move,19.0525298,73.0735111
781,H45627841,620,3,Reputed Builder Wild Wood Park 2,Serviced Apartments,12,42,412,Ready to move,19.0525298,73.0735111
782,T69124962,1100,2,Reputed Builder Wild Wood Park 2,Residential Apartment,8,1,305,Ready to move,19.0525298,73.0735111
783,E66555548,1300,3,Reputed Builder Wild Wood Park 2,Residential Apartment,15,23,367,Ready to move,19.0525298,73.0735111
784,V67726966,1200,3,Reputed Builder Wild Wood Park 2,Residential Apartment,16,13,238,Ready to move,19.0525298,73.0735111
785,W69129110,1100,3,Reputed Builder Wild Wood Park 2,Residential Apartment,15,40,205,Ready to move,19.0525298,73.0735111
786,U52787258,1250,4,Reputed Builder Wild Wood Park 2,Residential Apartment,15,25,55,Under Construction,19.0525298,73.0735111
787,R53812024,1000,3,Drushti Varun,Residential Apartment,15,8,90,Under Construction,19.0525298,73.0735111
788,F45136101,900,4,Drushti Varun,Residential Apartment,9,47,325,Under Construction,19.0525298,73.0735111
789,D45137381,1500,3,Drushti Varun,Residential Apartment,12,30,85,Under Construction,19.0525298,73.0735111
790,N45137209,1500,3,Drushti Varun,Residential Apartment,15,24,85,Under Construction,19.0525298,73.0735111
791,V51017318,615,3,Drushti Varun,Residential Apartment,9,3,90,Under Construction,19.0525298,73.0735111
792,M45346443,900,2,Drushti Varun,Residential Apartment,9,34,25,Under Construction,19.0525298,73.0735111
793,L65038644,300,3,Drushti Varun,Residential Apartment,9,15,55,Under Construction,19.0525298,73.0735111
794,V58621458,950,2,Drushti Varun,Residential Apartment,15,22,80,Under Construction,19.0525298,73.0735111
795,C58621406,950,2,Drushti Varun,Residential Apartment,15,48,275,Under Construction,19.0525298,73.0735111
796,I58621340,950,3,Drushti Varun,Residential Apartment,15,7,115,Under Construction,19.0525298,73.0735111
797,G65037938,400,3,Drushti Varun,Residential Apartment,9,37,359,Under Construction,19.0525298,73.0735111
798,J50617008,1000,2,Drushti Varun,Residential Apartment,15,16,420,Under Construction,19.0525298,73.0735111
799,C45137985,1500,2,Drushti Varun,Residential Apartment,15,41,331,Under Construction,19.0525298,73.0735111
800,W52787056,1250,2,Drushti Varun,Residential Apartment,15,9,1060,Under Construction,19.0525298,73.0735111
801,G45152535,300,2,Reputed Builder Wild Wood Park 2,Residential Apartment,14,45,1014,Under Construction,19.0525298,73.0735111
802,T45140503,1150,3,Reputed Builder Wild Wood Park 2,Residential Apartment,13,28,325,Ready to move,19.0525298,73.0735111
803,B53894064,1500,2,Reputed Builder Wild Wood Park 2,Residential Apartment,13,17,185,Ready to move,19.0525298,73.0735111
804,W67182200,1444,3,Reputed Builder Wild Wood Park 2,Residential Apartment,6,50,110,Ready to move,19.0525298,73.0735111
805,D67182102,250,3,Reputed Builder Wild Wood Park 2,Residential Apartment,6,32,92,Ready to move,19.0525298,73.0735111
806,L67182026,150,3,Reputed Builder Wild Wood Park 2,Residential Apartment,22,19,501,Ready to move,19.0525298,73.0735111
807,T67181992,250,3,Reputed Builder Wild Wood Park 2,Residential Apartment,22,46,330,Ready to move,19.0525298,73.0735111
808,C67181922,150,3,Vishesh Balaji Symphony ,Residential Apartment,7,12,341,Ready to move,19.0525298,73.0735111
809,Y67181448,650,3,Reputed Builder Wild Wood Park 2,Residential Apartment,16,25,218,Ready to move,19.0525298,73.0735111
810,C67181956,150,2,Reputed Builder Wild Wood Park 2,Residential Apartment,7,34,218,Under Construction,19.0525298,73.0735111
811,V65039688,1075,2,Rishabraj Nemi Elegance,Residential Apartment,18,23,212,Under Construction,19.0525298,73.0735111
812,E58621016,950,3,Rishabraj Nemi Elegance,Residential Apartment,15,40,30,Ready to move,19.0525298,73.0735111
813,Y67430484,150,3,Rishabraj Nemi Elegance,Residential Apartment,16,1,110,Ready to move,19.0525298,73.0735111
814,B55922356,300,3,Rishabraj Nemi Elegance,Residential Apartment,7,26,179,Under Construction,19.0525298,73.0735111
815,P53841248,1000,3,Rishabraj Nemi Elegance,Residential Apartment,9,47,195,Ready to move,19.0525298,73.0735111
816,V50612598,1000,2,Rishabraj Nemi Elegance,Residential Apartment,12,8,160,Ready to move,19.2103809,72.8640837
817,B67182134,144,3,Rishabraj Nemi Elegance,Residential Apartment,6,35,64,Ready to move,19.1296868,72.9283701
818,S70182590,280,2,Rishabraj Nemi Elegance,Serviced Apartments,9,15,900,Ready to move,19.1005232,72.8274318
819,I70180808,1200,3,Rishabraj Nemi Elegance,Residential Apartment,8,42,21,Ready to move,32.9144984,-117.1476656
820,V61702998,120,3,Rishabraj Nemi Elegance,Residential Apartment,8,18,36,Ready to move,19.1692623,72.8552548
821,P41955345,1500,2,Rishabraj Nemi Elegance,Residential Apartment,20,29,92,Under Construction,19.2103809,72.8640837
822,K41102835,550,2,Rishabraj Nemi Elegance,Residential Apartment,8,4,92,Ready to move,19.2103809,72.8640837
823,V42033555,300,2,Rishabraj Nemi Elegance,Residential Apartment,9,38,53,Under Construction,19.2294561,72.8479905
824,V41056081,450,3,Rishabraj Nemi Elegance,Studio Apartment,6,21,95,Ready to move,19.1840129,72.8412155
825,N41203079,400,3,Rishabraj Nemi Elegance,Studio Apartment,8,6,90,Under Construction,19.2083801,72.842227
826,W49519257,300,3,Rishabraj Nemi Elegance,Residential Apartment,15,33,110,Ready to move,19.2103809,72.8640837
827,I40987847,500,3,Reputed Builder Wild Wood Park 2,Residential Apartment,19,11,72,Ready to move,19.2083801,72.842227
828,E53812198,300,2,Reputed Builder EL-Dorado,Residential Apartment,15,48,70,Ready to move,19.2103809,72.8640837
829,X43322771,1500,2,Princecare Zinnia,Residential Apartment,13,22,110,Ready to move,19.2103809,72.8640837
830,F45466563,501,3,Princecare Zinnia,Serviced Apartments,12,3,45,Ready to move,19.2103809,72.8640837
831,W67181536,675,3,Reputed Builder Wild Wood Park 2,Residential Apartment,16,41,168,Ready to move,18.9703373,72.8095468
832,V45139885,1603,3,Reputed Builder Wild Wood Park 2,Residential Apartment,33,16,162.99999,Ready to move,19.1462636,72.9339461
833,Q45139839,1603,3,Reputed Builder Wild Wood Park 2,Residential Apartment,33,39,155,Ready to move,19.1462636,72.9339461
834,J58621276,950,3,Shilpriya Silicon Enclave,Residential Apartment,15,9,49,Ready to move,18.9710996,73.0217484
835,O53841482,1000,2,Reputed Builder Wild Wood Park 2,Residential Apartment,18,44,34,Ready to move,26.6279798,-80.4494174
836,W69388080,672,3,Shilpriya Silicon Enclave,Residential Apartment,27,27,48,Ready to move,19.2816975,72.8560676
837,R69388078,503,2,Shilpriya Silicon Enclave,Residential Apartment,27,2,62,Ready to move,19.1633281,72.8411995
838,Q68451400,536,3,Reputed Builder Wild Wood Park 2,Residential Apartment,23,37,337,Ready to move,18.9963318,72.8308603
839,L68451398,436,2,Shree Umiya Varsha Palm,Residential Apartment,23,20,501,Ready to move,19.0164338,73.0806552
840,O67181790,150,2,Reputed Builder Wild Wood Park 2,Residential Apartment,7,5,107,Ready to move,19.0164338,73.0806552
841,P45139617,1603,3,Reputed Builder Wild Wood Park 2,Residential Apartment,33,36,150,Ready to move,19.0164338,73.0806552
842,T67181368,650,3,Reputed Builder Wild Wood Park 2,Residential Apartment,16,13,185,Ready to move,19.0257731,73.05918478
843,M45140141,1150,3,Reputed Builder Wild Wood Park 2,Residential Apartment,13,49,176,Ready to move,19.0257731,73.05918478
844,M67182218,1444,3,Reputed Builder Wild Wood Park 2,Residential Apartment,5,24,70,Under Construction,19.0257731,73.05918478
845,Q45143337,1000,2,Reputed Builder Wild Wood Park 2,Residential Apartment,9,7,110,Ready to move,19.0257731,73.05918478
846,M67727258,1200,2,Balaji Avenue,Residential Apartment,10,30,45,Under Construction,28.39137685,76.88638485
847,C45144207,900,2,Reputed Builder Wild Wood Park 2,Residential Apartment,9,14,168,Under Construction,19.0257731,73.05918478
848,R43321743,1150,4,Hubtown Ackruti Astha,Residential Apartment,13,43,162.99999,Under Construction,19.0164338,73.0806552
849,K45152363,1150,2,Reputed Builder Wild Wood Park 2,Residential Apartment,13,10,155,Under Construction,18.96558885,73.10288131
850,E65142294,300,2,Reputed Builder Wild Wood Park 2,Residential Apartment,15,31,50,Under Construction,19.0164338,73.0806552
851,S45137533,1500,3,Reputed Builder Wild Wood Park 2,Residential Apartment,15,45,40,Under Construction,19.0164338,73.0806552
852,S45136553,900,3,Reputed Builder Wild Wood Park 2,Residential Apartment,9,28,38,Under Construction,19.1633281,72.8411995
853,Y45127677,1500,2,Reputed Builder Wild Wood Park 2,Residential Apartment,13,17,44,Under Construction,18.9963318,72.8308603
854,O40933703,250,3,Reputed Builder Wild Wood Park 2,Residential Apartment,8,50,90,Under Construction,28.6365482,77.0964961
855,J65040290,300,1,Reputed Builder Wild Wood Park 2,Residential Apartment,18,32,26,Under Construction,19.0164338,73.0806552
856,Y67640706,1000,2,Ascent Fortune,Residential Apartment,25,19,210,Ready to move,19.0164338,73.0806552
857,E53812078,1000,1,Ascent Fortune,Residential Apartment,15,46,49,Under Construction,19.0164338,73.0806552
858,N50612814,1000,4,Reputed Builder Wild Wood Park 2,Residential Apartment,15,12,34,Under Construction,19.0164338,73.0806552
859,F41176125,150,2,Reputed Builder Wild Wood Park 2,Studio Apartment,15,25,48,Under Construction,19.0164338,73.0806552
860,E50617236,1000,2,Reputed Builder Wild Wood Park 2,Residential Apartment,15,34,62,Under Construction,19.0164338,73.0806552
861,D53841812,300,4,Reputed Builder Wild Wood Park 2,Residential Apartment,15,23,185,Under Construction,19.0164338,73.0806552
862,R45143547,1000,2,Reputed Builder Wild Wood Park 2,Residential Apartment,9,40,196,Under Construction,19.43988455,72.8803834
863,D70107844,1200,3,Reputed Builder Wild Wood Park 2,Residential Apartment,3,1,186,Under Construction,19.0897194,72.9045972
864,A67181626,650,3,Reputed Builder Wild Wood Park 2,Residential Apartment,16,26,215,Under Construction,18.9722687,72.8204976
865,M45134485,900,3,Reputed Builder Wild Wood Park 2,Residential Apartment,9,47,110,Under Construction,19.1943294,72.9701779
866,P53658540,800,2,Reputed Builder Wild Wood Park 2,Residential Apartment,15,8,137.99999,Under Construction,19.0116962,72.8180702
867,J53894006,300,2,Reputed Builder Wild Wood Park 2,Residential Apartment,13,35,140,Under Construction,27.632457,85.37932126
868,S45140219,1500,2,Reputed Builder Wild Wood Park 2,Residential Apartment,13,15,220,Under Construction,18.9710996,73.0217484
869,W67181882,150,3,Konnark Gardens,Residential Apartment,7,42,145,Under Construction,26.6279798,-80.4494174
870,C43361931,280,3,Reputed Builder Wild Wood Park 2,Serviced Apartments,6,18,250,Under Construction,19.2816975,72.8560676
871,H52787156,1250,3,Reputed Builder Wild Wood Park 2,Residential Apartment,15,29,115,Under Construction,19.1633281,72.8411995
872,M67739504,200,3,Reputed Builder Wild Wood Park 2,Residential Apartment,10,4,40,Under Construction,18.9963318,72.8308603
873,S69437116,501,3,Reputed Builder Wild Wood Park 2,Residential Apartment,40,38,25,Under Construction,28.6365482,77.0964961
874,G69437110,291,2,Fia Orion,Residential Apartment,40,21,23,Under Construction,19.1943294,72.9701779
875,J20544171,600,4,Reputed Builder Wild Wood Park 2,Residential Apartment,4,6,450,Under Construction,19.2716301,73.23586553
876,W66326760,750,4,Reputed Builder Wild Wood Park 2,Residential Apartment,22,33,57,Under Construction,19.2267228,72.8619328
877,I69159622,352,4,Reputed Builder Wild Wood Park 2,Residential Apartment,6,11,96,Under Construction,19.2267228,72.8619328
878,D68375652,1768,4,Reputed Builder Wild Wood Park 2,Residential Apartment,40,48,20.1,Under Construction,19.2483914,72.8525146
879,H68375650,953,4,Reputed Builder Wild Wood Park 2,Residential Apartment,40,22,20.05,Under Construction,19.0336118,73.01813957
880,M68181024,1850,3,Reputed Builder Wild Wood Park 2,Independent House/Villa,0,3,25.48,Under Construction,19.0336118,73.01813957
881,I67900912,458,3,Reputed Builder Wild Wood Park 2,Residential Apartment,25,41,24.92,Ready to move,19.0336118,73.01813957
882,A67900910,322,2,Reputed Builder Wild Wood Park 2,Residential Apartment,25,16,24.18,Ready to move,19.2103809,72.8640837
883,E66297426,809,2,Reputed Builder Wild Wood Park 2,Residential Apartment,35,39,24,Ready to move,18.9710996,73.0217484
884,V66297422,675,2,Reputed Builder Wild Wood Park 2,Residential Apartment,35,9,217,Ready to move,18.9710996,73.0217484
885,Q66297418,401,3,Reputed Builder Wild Wood Park 2,Residential Apartment,35,44,167,Ready to move,19.1719717,72.9511956
886,C66159084,752,3,Reputed Builder Wild Wood Park 2,Residential Apartment,17,27,29,Ready to move,19.2267228,72.8619328
887,J66159080,464,2,Reputed Builder Wild Wood Park 2,Residential Apartment,17,2,115,Ready to move,19.2083801,72.842227
888,L69933536,940,2,Reputed Builder Wild Wood Park 2,Residential Apartment,20,37,217,Ready to move,19.0614859,73.1161392
889,K68181010,1150,3,Reputed Builder Wild Wood Park 2,Residential Apartment,4,20,40,Ready to move,19.0614859,73.1161392
890,Y65190678,881,3,Reputed Builder Wild Wood Park 2,Residential Apartment,24,5,64,Ready to move,35.7184306,-86.5065778
891,U65190676,683,3,Reputed Builder Wild Wood Park 2,Residential Apartment,24,36,69,Ready to move,19.2267228,72.8619328
892,C70319366,261,3,Reputed Builder Wild Wood Park 2,Residential Apartment,14,13,75,Ready to move,19.2294561,72.8479905
893,F70575342,1000,3,Reputed Builder Wild Wood Park 2,Residential Apartment,7,49,54.25,Ready to move,19.2228658,72.8478346
894,E70538076,550,4,Reputed Builder Wild Wood Park 2,Residential Apartment,6,24,57,Ready to move,19.2228291,72.8409213
895,C70533980,1400,4,Reputed Builder Wild Wood Park 2,Residential Apartment,10,7,71,Ready to move,37.91300895,12.49262186
896,M70533078,750,4,Reputed Builder Wild Wood Park 2,Residential Apartment,10,30,78,Ready to move,19.2237651,72.8477759
897,S70530216,1500,4,Reputed Builder Wild Wood Park 2,Residential Apartment,9,14,59,Ready to move,19.0269192,72.8759337
898,D70528416,645,4,Reputed Builder Wild Wood Park 2,Residential Apartment,7,43,62,Ready to move,19.0269192,72.8759337
899,O70523952,847,4,Reputed Builder Wild Wood Park 2,Residential Apartment,8,10,55,Ready to move,19.2294561,72.8479905
900,R70523558,450,2,Reputed Builder Wild Wood Park 2,Residential Apartment,8,31,50,Ready to move,27.632457,85.37932126
901,W70522612,2000,3,Shreeji Thakare Complex,Residential Apartment,9,45,40.5,Ready to move,19.0116962,72.8180702
902,W70518490,350,4,Reputed Builder Wild Wood Park 2,Residential Apartment,19,28,50.5,Ready to move,18.9963318,72.8308603
903,B70409406,1200,4,Reputed Builder Wild Wood Park 2,Residential Apartment,20,17,74,Ready to move,19.0116962,72.8180702
904,C70407182,650,3,Reputed Builder Wild Wood Park 2,Residential Apartment,20,50,68,Ready to move,19.0116962,72.8180702
905,R70403140,1200,3,Reputed Builder Wild Wood Park 2,Residential Apartment,9,32,30,Ready to move,19.0116962,72.8180702
906,X70342102,730,4,Reputed Builder Wild Wood Park 2,Residential Apartment,20,19,52,Ready to move,19.0148811,72.8279556
907,G70336732,540,4,Reputed Builder Wild Wood Park 2,Residential Apartment,15,46,67,Ready to move,19.2103809,72.8640837
908,H70309722,800,3,Reputed Builder Wild Wood Park 2,Residential Apartment,7,12,69,Ready to move,19.2103809,72.8640837
909,U70237416,1240,3,GHP Powai Vihar Complex,Residential Apartment,5,25,79.5,Ready to move,19.0525298,73.0735111
910,I70538846,550,3,Reputed Builder Wild Wood Park 2,Residential Apartment,5,34,54.6,Ready to move,17.65670575,75.94391681
911,A70538526,700,3,Reputed Builder Wild Wood Park 2,Residential Apartment,6,23,49.5,Ready to move,19.0477591,73.07037624
912,X70533066,750,3,Reputed Builder Wild Wood Park 2,Residential Apartment,13,40,70,Ready to move,19.0257731,73.05918478
913,T70523648,450,3,Vakratunda Palace,Residential Apartment,10,27,85.75,Ready to move,28.39137685,76.88638485
914,C70523384,550,3,Reputed Builder Wild Wood Park 2,Residential Apartment,3,8,48,Ready to move,28.39137685,76.88638485
915,D70504924,950,2,Reputed Builder Wild Wood Park 2,Residential Apartment,11,14,27,Ready to move,19.0257731,73.05918478
916,Z70488514,800,4,Reputed Builder Wild Wood Park 2,Residential Apartment,16,42,79,Ready to move,19.0257731,73.05918478
917,K70412708,540,4,Reputed Builder Wild Wood Park 2,Residential Apartment,15,3,360,Ready to move,28.39137685,76.88638485
918,K70346166,1200,1,Reputed Builder Wild Wood Park 2,Residential Apartment,21,36,350,Ready to move,19.0257731,73.05918478
919,B70310096,710,1,Reputed Builder Wild Wood Park 2,Residential Apartment,3,19,300,Ready to move,19.0257731,73.05918478
920,N70284796,650,3,Reputed Builder Wild Wood Park 2,Residential Apartment,20,5,350,Ready to move,24.99294285,67.46500605
921,S70284100,980,3,Reputed Builder Wild Wood Park 2,Residential Apartment,15,23,350,Ready to move,19.0257731,73.05918478
922,H70241636,800,3,Laxmi Shankar Heights Phase 4,Residential Apartment,18,49,21,Ready to move,28.4913452,77.0710259
923,H70239960,950,3,HDIL Residency Park,Residential Apartment,12,11,145,Under Construction,28.4913452,77.0710259
924,J70194524,410,3,Ornate Kallisto Phase I,Residential Apartment,12,32,149,Ready to move,19.0257731,73.05918478
925,F70194232,750,4,Reputed Builder Wild Wood Park 2,Residential Apartment,12,7,27,Ready to move,28.38431985,76.91223256
926,G70160058,580,2,Swaraj Homes Dombivali Rahivashi Apartment,Residential Apartment,15,45,38.5,Ready to move,33.4723886,73.0672838
927,H70145706,1300,3,Reputed Builder Wild Wood Park 2,Residential Apartment,20,20,28.5,Ready to move,28.4913452,77.0710259
928,R70134030,450,3,Reputed Builder Wild Wood Park 2,Residential Apartment,11,38,121,Ready to move,44.404906,26.0718655
929,V70116610,680,4,Reputed Builder Wild Wood Park 2,Residential Apartment,20,17,68,Ready to move,28.39137685,76.88638485
930,G70116278,1300,2,Tharwani Ariana,Residential Apartment,20,9,60,Ready to move,19.0257731,73.05918478
931,Q70115780,680,3,Reputed Builder Wild Wood Park 2,Residential Apartment,10,29,68.5,Ready to move,19.0257731,73.05918478
932,J70072302,850,3,Reputed Builder Wild Wood Park 2,Residential Apartment,15,2,55,Under Construction,19.04310935,73.07430033
933,V70071732,1100,3,Reputed Builder Wild Wood Park 2,Residential Apartment,15,46,92,Under Construction,19.04310935,73.07430033
934,G70070202,750,2,Progressive Cottage,Residential Apartment,12,26,50,Ready to move,19.0477591,73.07037624
935,J70069926,1200,3,Reputed Builder Wild Wood Park 2,Residential Apartment,14,15,175,Ready to move,19.0257731,73.05918478
936,F70528436,900,2,Reputed Builder Wild Wood Park 2,Residential Apartment,19,40,94,Ready to move,19.0257731,73.05918478
937,M70523546,950,2,Fortune Harmony,Residential Apartment,5,13,165,Ready to move,19.0257731,73.05918478
938,M70518014,530,2,Reputed Builder Shree Ambika Apartment,Residential Apartment,3,22,37,Ready to move,19.0257731,73.05918478
939,S70467692,350,2,Reputed Builder Wild Wood Park 2,Residential Apartment,3,37,27,Ready to move,28.38431985,76.91223256
940,D70403234,1240,2,Reputed Builder Wild Wood Park 2,Residential Apartment,7,10,80,Ready to move,19.0257731,73.05918478
941,W70318870,1200,2,Reputed Builder Wild Wood Park 2,Residential Apartment,3,4,220,Ready to move,19.0257731,73.05918478
942,T70198386,750,2,Reputed Builder Wild Wood Park 2,Residential Apartment,15,28,102,Ready to move,19.0257731,73.05918478
943,K70157226,1250,2,Reputed Builder Wild Wood Park 2,Residential Apartment,20,47,31,Ready to move,19.0257731,73.05918478
944,U70157128,850,1,Reputed Builder Wild Wood Park 2,Residential Apartment,12,6,55,Ready to move,28.39137685,76.88638485
945,E70145842,1000,3,Reputed Builder Wild Wood Park 2,Residential Apartment,20,33,327.99999,Ready to move,28.38431985,76.91223256
946,W70134042,1800,2,Swastik Heights,Residential Apartment,15,18,327.99999,Ready to move,28.4618719,77.05688
947,G70097510,850,1,Reputed Builder Wild Wood Park 2,Residential Apartment,8,43,110,Ready to move,33.4723886,73.0672838
948,R70015568,750,2,Reputed Builder Wild Wood Park 2,Residential Apartment,10,24,120,Ready to move,19.04310935,73.07430033
949,V70002694,750,1,Gurukrupa Primus Residences,Residential Apartment,20,16,170,Ready to move,19.04310935,73.07430033
950,M69981032,1100,2,Reputed Builder Wild Wood Park 2,Residential Apartment,3,39,29,Ready to move,19.0257731,73.05918478
951,U69979468,1200,1,Reputed Builder Wild Wood Park 2,Residential Apartment,5,12,361,Ready to move,28.39137685,76.88638485
952,I69966120,1100,1,Reputed Builder Wild Wood Park 2,Residential Apartment,4,35,36.82,Under Construction,19.6197639,74.6599008
953,L70572424,712,1,Swaraj Homes Mumbai Gruh Nirman CHS,Residential Apartment,20,21,116,Ready to move,19.0257731,73.05918478
954,Y70538550,1710,1,Reputed Builder Wild Wood Park 2,Residential Apartment,6,44,21,Under Construction,19.0257731,73.05918478
955,L70538414,500,2,Swaraj Homes Mumbai Gruh Nirman CHS,Residential Apartment,7,1,27,Under Construction,19.0257731,73.05918478
956,P70538404,500,2,Reputed Builder Wild Wood Park 2,Residential Apartment,7,31,36,Under Construction,19.0257731,73.05918478
